long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
0,13.94,5.74,1,1,1,1,Male
0,14.23,7.08,1,0,1,1,Male
1,14.1,5.85,0,1,1,1,Female
0,13.44,7.47,1,1,1,0,Male
0,13.05,7.16,1,0,0,0,Male
0,12.11,5.34,0,1,1,0,Female
1,13.66,5.79,0,1,0,0,Female
1,15.54,6.27,1,0,1,0,Male
0,13.47,6.11,1,0,1,1,Male
0,13.57,5.66,1,1,0,1,Male
1,11.52,5.75,0,1,0,0,Female
1,12.65,5.85,0,0,1,1,Female
0,14.95,5.87,0,0,0,0,Female
1,14.12,4.97,0,0,1,1,Female
0,12.83,6.01,1,0,1,1,Male
0,12.94,5.82,1,0,1,1,Female
1,13.36,5.93,0,1,0,1,Female
0,12.24,5.24,0,1,0,0,Female
0,10.69,5.07,0,0,0,1,Female
0,13.1,5.58,1,1,0,1,Female
0,11.19,6.51,1,1,1,0,Male
0,13.73,6.74,1,1,1,1,Male
1,12.65,6.29,0,1,0,1,Female
0,14.35,6.41,0,1,1,1,Male
0,12.99,5.72,0,1,0,0,Female
0,12.12,5.36,0,0,0,0,Female
0,14.71,5.84,1,0,0,1,Male
1,13.31,6.27,1,0,0,1,Male
1,13.31,5.27,1,1,1,1,Female
1,10.14,5.37,0,0,1,0,Female
1,12.71,5.93,0,1,0,0,Female
1,15.01,6.18,1,1,0,0,Male
0,11.94,5.54,0,0,1,1,Female
1,13.72,5.67,0,1,1,1,Female
1,14.16,6.03,0,0,0,1,Female
1,13.9,6.19,1,1,0,1,Male
0,12.85,5.55,1,1,0,0,Female
1,10.12,5.32,0,1,0,1,Female
0,14.61,5.95,1,1,1,1,Male
0,12.99,7.03,0,1,1,0,Female
1,10.52,5.6,1,0,0,1,Female
0,16.3,7.31,1,0,0,1,Male
1,13.29,6.54,0,1,0,1,Female
0,15.29,6.65,1,0,1,1,Male
1,14.66,6.31,1,1,1,1,Male
0,11.2,5.75,1,0,1,0,Female
0,11.77,4.89,0,0,1,1,Female
1,10.7,4.92,0,0,1,0,Female
0,14.8,5.72,0,0,1,0,Female
0,12.79,5.19,1,1,0,0,Male
1,13.66,6.65,1,0,0,1,Female
0,12.89,5.75,0,1,0,0,Male
1,13.57,6.68,0,0,0,0,Female
1,13.08,5.46,0,0,0,1,Female
1,13.27,6.66,1,0,1,0,Female
0,14.39,7.07,0,0,0,1,Male
1,12.39,5.98,0,1,0,0,Female
0,12.95,5.44,1,1,1,0,Female
1,13.27,5.99,0,1,1,0,Female
1,13.11,6.55,0,1,0,0,Female
0,11.78,5.84,1,1,1,1,Male
0,11.66,5.53,0,1,0,1,Female
0,12.73,6.98,1,0,1,0,Male
0,14.83,5.25,1,1,1,1,Male
1,14.32,6.99,1,0,1,0,Male
0,14.4,6.92,0,0,1,0,Male
0,13.63,6.55,0,1,0,0,Male
0,13.72,5.74,1,0,1,1,Male
1,12.78,5.91,1,1,0,1,Female
0,13.92,6.03,1,1,0,1,Male
0,14.84,6.61,0,0,1,0,Male
0,14.34,6.3,1,0,1,1,Male
1,14.85,5.88,0,0,0,1,Female
0,13.4,4.5,1,0,0,1,Female
0,14.88,7.14,1,1,1,1,Male
1,14.06,5.06,0,1,1,0,Female
1,14.36,6.35,1,0,0,1,Male
0,15.19,5.55,1,0,1,1,Male
0,12.23,5.86,1,1,1,1,Female
0,13.14,6.56,1,1,1,0,Male
1,14.44,6.25,1,0,1,0,Female
0,12.26,5.45,0,0,0,1,Female
0,12.15,6.16,0,1,1,1,Male
1,14.46,6.08,0,0,1,0,Male
1,13.86,6.58,1,1,0,1,Female
0,15.13,6.51,1,1,1,1,Male
0,13.33,5.32,0,0,0,1,Male
1,13.8,6.26,0,1,1,1,Male
1,13.0,5.2,0,0,0,1,Female
1,14.23,5.88,0,0,0,0,Female
0,13.32,6.06,0,0,1,1,Male
0,12.23,6.27,1,1,1,0,Female
1,13.65,5.53,1,1,0,1,Female
1,12.61,5.63,0,1,0,1,Female
1,13.89,5.81,0,0,0,1,Female
0,15.53,5.27,1,1,1,1,Female
0,12.11,6.63,1,0,1,0,Male
0,13.58,6.16,1,0,1,1,Male
1,14.45,7.27,0,1,1,1,Male
0,12.89,6.29,0,0,1,1,Female
0,13.03,6.0,0,0,1,0,Female
0,15.2,6.2,0,1,0,1,Male
0,15.46,5.97,0,0,0,0,Female
1,15.3,5.32,0,1,1,0,Male
0,13.29,5.89,0,1,1,1,Male
0,14.93,6.6,0,1,1,1,Male
1,13.43,5.23,1,0,0,0,Female
1,14.14,6.37,0,0,0,1,Female
0,14.11,6.07,1,0,0,1,Male
0,13.67,5.85,0,0,1,1,Male
0,12.47,6.61,1,1,0,1,Male
1,14.31,7.1,1,0,0,0,Male
1,13.72,5.23,1,0,0,0,Female
1,15.01,5.51,0,1,1,1,Female
1,12.81,7.14,1,1,1,1,Male
1,13.54,5.84,1,1,1,0,Male
1,11.83,6.1,0,1,1,0,Female
1,13.2,5.64,0,0,0,1,Female
1,13.4,6.51,1,0,1,0,Male
0,15.07,6.26,0,1,0,0,Male
0,13.79,6.92,1,1,0,0,Male
1,13.47,5.77,0,1,1,0,Female
1,13.04,6.63,0,1,0,0,Female
1,12.1,5.97,0,0,0,0,Female
0,14.34,6.55,0,1,1,1,Male
0,13.64,6.33,0,1,1,1,Male
0,13.24,5.82,0,0,0,1,Female
0,13.03,4.62,1,0,0,0,Female
0,14.23,7.08,1,1,0,1,Male
1,13.5,5.78,0,0,0,1,Female
1,13.39,5.5,0,1,0,1,Female
0,13.15,6.34,0,1,0,1,Male
0,13.05,5.67,0,0,0,0,Female
1,15.43,6.13,1,1,1,1,Male
0,13.11,7.1,1,1,0,1,Male
0,14.67,5.93,1,0,1,1,Male
0,12.82,7.36,0,1,1,0,Male
0,15.4,6.89,1,1,1,0,Male
1,14.25,6.5,1,1,1,0,Male
0,14.95,6.58,0,1,0,0,Male
0,13.12,5.56,0,0,0,1,Female
0,14.68,6.17,1,0,1,1,Male
0,13.99,7.02,1,1,1,0,Male
0,13.69,5.55,0,1,0,0,Female
0,10.89,5.67,1,1,1,0,Female
0,14.19,5.11,1,0,0,0,Female
0,13.4,5.7,1,1,1,0,Male
1,12.52,6.13,0,0,0,0,Female
0,13.94,6.29,1,1,0,0,Male
1,13.13,6.03,1,1,0,0,Male
0,13.08,6.98,0,0,1,1,Male
1,12.52,6.92,1,1,1,0,Male
1,12.46,6.62,0,1,1,0,Female
1,12.65,5.24,0,1,0,0,Female
0,14.18,6.16,1,1,1,0,Male
0,13.47,6.46,0,0,1,1,Male
0,14.8,6.65,0,1,1,0,Male
1,12.23,5.99,0,0,0,0,Female
1,14.1,6.39,1,0,1,0,Male
0,13.82,6.43,1,0,1,1,Male
1,15.38,6.97,0,0,0,0,Female
0,14.13,5.68,0,0,0,0,Female
0,13.15,5.55,1,1,1,0,Male
0,12.38,5.34,0,0,0,0,Female
1,13.29,5.82,0,1,0,0,Female
1,15.21,6.58,1,1,1,0,Male
1,12.49,5.69,1,0,0,0,Female
0,13.49,6.35,1,1,1,0,Male
1,11.6,6.58,1,0,0,0,Female
0,15.07,6.33,1,1,1,1,Male
1,13.91,6.4,1,0,1,1,Male
0,14.68,5.98,1,1,0,1,Male
1,12.79,5.85,0,0,0,1,Female
1,15.38,5.27,1,0,0,1,Male
1,12.16,5.44,0,1,0,1,Female
1,14.52,6.55,1,1,0,1,Male
1,11.92,6.48,1,1,1,1,Male
1,13.32,5.91,0,1,0,0,Female
0,14.61,5.67,1,0,0,1,Male
1,13.58,5.43,0,0,1,1,Male
1,13.07,5.48,0,0,0,0,Female
0,14.59,6.45,1,0,1,0,Male
0,13.29,5.43,1,0,1,0,Male
0,14.03,6.48,1,1,1,1,Male
1,13.11,6.1,0,1,1,0,Male
1,11.78,5.84,0,0,1,0,Female
0,11.64,5.41,0,0,1,0,Female
0,15.17,5.08,1,1,1,1,Male
1,13.54,5.27,1,0,1,0,Female
0,12.57,5.95,0,1,1,1,Male
0,12.34,6.36,1,0,0,0,Female
1,13.75,6.22,1,0,1,1,Male
0,12.48,6.62,0,1,1,1,Male
0,14.05,5.03,1,1,0,1,Male
0,14.75,5.88,1,0,0,0,Male
0,15.49,6.58,1,0,1,1,Male
0,14.2,6.15,1,0,1,0,Male
0,13.86,5.91,0,1,0,0,Female
0,12.02,5.4,1,1,1,0,Male
1,11.95,5.08,1,1,0,0,Female
0,14.07,5.98,0,1,0,1,Male
0,13.16,5.25,0,0,0,0,Female
1,12.15,5.7,0,0,0,0,Female
1,14.37,5.8,0,1,1,0,Female
0,12.52,6.82,0,0,1,1,Male
0,11.71,7.32,1,0,1,1,Male
1,12.49,5.17,1,1,0,0,Female
0,12.43,5.9,1,1,1,1,Male
0,11.6,6.34,0,0,0,1,Female
0,13.48,6.12,0,1,0,1,Male
1,13.03,5.61,0,0,1,0,Female
1,14.57,5.74,0,1,1,0,Female
0,10.77,6.21,1,1,1,0,Male
1,13.43,5.25,1,0,0,0,Female
1,13.0,5.68,1,1,1,0,Male
0,13.07,5.91,0,0,0,0,Female
0,10.34,5.71,0,0,1,1,Female
0,14.97,5.46,0,1,1,0,Male
0,14.14,6.69,0,0,1,1,Male
0,13.17,6.75,1,0,1,1,Male
0,13.29,5.92,0,1,0,0,Female
0,15.68,6.21,1,1,1,0,Male
1,13.94,5.93,0,0,0,1,Female
0,14.48,5.84,1,0,1,1,Female
1,13.06,5.82,0,0,1,0,Male
0,12.11,6.18,1,1,0,1,Male
1,12.44,5.41,1,1,0,0,Female
1,14.08,5.84,0,0,0,0,Female
0,15.1,5.48,1,1,1,0,Male
0,11.75,5.95,1,0,0,1,Male
1,12.87,5.94,1,1,1,0,Male
1,13.42,5.03,1,1,1,1,Male
0,14.0,6.58,0,0,1,1,Male
1,12.92,4.8,0,0,0,1,Female
1,13.99,6.09,0,1,0,0,Female
1,12.56,5.09,0,0,0,0,Female
1,13.89,5.84,0,1,1,1,Female
0,14.93,6.08,0,1,1,1,Male
0,14.43,6.59,1,0,1,1,Male
0,13.68,6.83,1,1,1,1,Male
1,12.64,5.79,1,0,0,0,Female
1,14.51,6.08,1,0,1,0,Female
0,14.93,6.23,0,0,0,0,Male
1,10.98,6.26,1,1,1,1,Male
0,12.11,5.69,0,1,0,0,Female
0,12.91,6.43,1,0,0,0,Female
1,16.01,6.02,1,1,1,1,Male
0,15.24,6.99,1,0,0,1,Male
1,12.78,5.81,0,0,0,1,Female
0,14.88,7.1,1,1,0,1,Male
0,15.35,5.64,1,1,1,0,Male
0,15.99,5.59,0,1,1,1,Male
1,11.77,6.08,0,1,0,0,Female
0,14.71,5.41,0,1,1,0,Female
0,12.87,4.17,0,0,0,0,Female
1,12.02,6.93,0,1,0,0,Female
1,13.76,5.41,0,1,0,0,Female
1,12.55,5.41,0,0,1,0,Female
0,12.92,6.54,0,0,0,0,Female
1,13.26,6.08,0,0,1,1,Male
0,14.81,6.58,1,0,1,1,Male
1,15.58,6.77,1,1,1,0,Male
0,14.92,6.03,1,0,1,1,Male
1,15.06,6.18,1,0,1,0,Male
0,13.92,6.02,1,1,0,1,Male
0,12.26,5.63,1,1,1,1,Male
1,11.85,5.88,1,0,0,0,Female
1,14.19,6.0,0,0,0,0,Female
0,13.5,5.67,0,1,1,0,Male
0,14.05,6.62,1,1,0,1,Male
1,13.62,5.24,0,1,0,0,Female
1,14.85,6.65,1,1,1,1,Male
0,13.72,5.92,1,1,0,1,Male
1,12.69,6.28,1,0,0,1,Female
0,13.52,6.53,1,0,1,0,Male
1,12.25,5.59,0,1,0,0,Female
0,15.22,5.85,0,1,1,1,Male
1,11.52,5.7,0,1,0,0,Female
1,13.44,6.08,0,1,1,1,Female
0,13.64,6.1,1,0,0,0,Female
0,14.04,6.05,1,1,1,1,Male
1,11.98,5.39,0,0,0,1,Female
1,13.34,6.63,1,1,1,0,Male
1,13.42,6.39,1,1,1,1,Male
0,13.99,5.24,1,1,1,0,Male
1,13.36,6.63,0,0,1,1,Male
1,13.03,5.49,0,1,1,0,Female
0,11.2,6.28,0,1,0,1,Female
0,14.23,5.68,0,1,1,1,Male
0,13.9,4.88,1,1,1,0,Male
0,12.6,5.63,0,1,0,0,Female
0,13.54,6.8,1,1,1,0,Male
1,13.63,6.51,0,0,0,1,Female
1,14.1,7.0,1,0,0,0,Male
0,14.2,6.72,1,0,0,0,Male
1,13.83,5.0,0,1,0,0,Female
0,15.71,6.88,1,1,1,1,Male
1,12.86,5.51,1,1,0,0,Female
0,13.94,6.33,1,1,1,0,Male
0,12.43,5.87,0,0,0,0,Male
0,14.37,6.18,1,0,1,0,Male
0,14.75,5.63,0,1,0,0,Female
0,13.72,6.26,1,1,1,0,Male
0,13.63,6.97,1,0,1,1,Male
1,14.28,6.13,0,1,1,0,Male
0,13.45,5.83,1,1,1,1,Male
1,12.69,5.26,1,0,0,0,Female
0,12.97,4.75,0,0,0,0,Female
0,14.28,5.6,1,1,0,1,Male
0,12.7,5.81,0,0,0,1,Female
1,13.75,6.96,1,0,1,1,Male
0,15.65,6.45,0,1,1,1,Male
0,13.76,6.26,1,1,1,0,Male
1,13.07,4.36,0,1,0,1,Female
1,14.93,7.18,0,1,0,1,Female
0,13.74,5.79,0,0,0,1,Female
1,12.36,5.41,0,0,1,1,Female
1,13.05,4.73,0,0,0,0,Female
1,12.15,4.95,0,0,1,0,Female
0,12.33,6.53,0,1,0,1,Female
0,17.48,6.45,0,0,0,0,Female
1,14.02,6.08,0,1,0,1,Female
1,13.79,6.7,1,0,1,0,Male
1,12.38,6.45,0,1,0,0,Female
1,14.57,5.92,0,1,0,0,Female
0,14.1,6.03,0,0,1,0,Female
1,14.88,5.92,0,1,0,1,Female
0,14.83,4.95,0,0,0,1,Female
0,11.52,5.1,1,0,0,0,Female
1,11.89,5.44,1,1,1,1,Female
0,12.0,6.02,1,1,1,0,Female
1,12.06,5.01,0,0,0,0,Female
1,13.32,5.61,0,0,0,0,Female
0,12.43,5.61,1,0,0,1,Female
0,12.68,5.76,1,0,1,1,Male
1,14.99,6.21,1,1,1,1,Male
1,12.99,5.19,0,0,0,0,Female
0,14.96,6.42,0,1,1,1,Female
1,12.66,6.34,0,0,0,0,Male
1,12.55,6.25,1,0,1,0,Female
1,13.67,5.94,1,0,1,0,Male
1,13.95,5.93,1,0,0,0,Male
0,15.47,5.49,1,0,0,0,Male
1,14.18,6.47,0,0,1,1,Male
0,13.21,6.75,1,1,1,1,Male
0,13.06,5.9,0,0,1,1,Female
0,14.6,6.17,1,1,1,1,Male
1,11.79,5.93,0,0,1,0,Female
0,13.41,5.07,0,0,0,1,Female
0,14.69,6.62,1,1,1,0,Male
0,14.61,6.41,1,1,1,1,Male
1,13.96,5.15,1,1,0,0,Female
1,12.05,6.29,1,1,0,0,Male
1,14.67,6.17,1,0,1,1,Male
0,12.88,5.82,0,1,0,0,Female
1,12.49,6.23,1,0,0,0,Female
0,13.11,6.63,1,1,1,1,Male
1,12.28,5.87,0,0,0,0,Female
0,13.27,6.55,0,1,1,1,Male
0,13.52,7.22,0,1,1,0,Male
0,14.24,6.1,0,0,1,1,Male
0,12.51,5.94,1,0,0,1,Female
1,13.46,5.67,0,0,0,0,Female
1,14.98,6.78,1,0,0,0,Female
0,12.93,5.43,0,0,1,0,Female
1,14.11,6.43,0,0,0,1,Female
1,14.65,6.69,0,1,1,0,Male
1,14.08,5.83,1,1,1,0,Male
0,14.47,6.15,1,1,1,0,Male
0,13.97,7.04,1,0,1,1,Male
0,11.71,5.77,1,1,1,0,Female
0,13.66,6.33,1,0,1,0,Male
1,12.4,5.83,0,0,1,0,Female
0,12.49,5.56,0,1,0,1,Male
1,12.19,5.77,0,0,1,0,Female
0,12.17,5.15,0,1,0,0,Female
0,13.63,5.62,0,0,1,1,Male
0,13.07,6.34,1,0,1,1,Male
0,13.47,6.11,0,1,1,0,Male
0,12.49,6.78,1,1,1,1,Male
1,13.67,4.56,0,0,0,0,Female
0,13.92,6.52,1,1,0,0,Male
0,12.29,5.97,0,0,1,0,Male
1,14.37,6.25,0,0,0,1,Female
0,14.34,6.33,1,1,1,0,Male
0,13.46,6.17,1,1,1,0,Male
0,13.3,6.54,1,1,1,1,Male
0,13.93,6.32,1,0,1,0,Male
0,14.34,6.23,0,0,1,1,Male
1,12.03,6.2,0,0,0,1,Female
0,14.55,6.34,0,0,1,0,Male
0,13.2,6.41,1,1,0,0,Male
0,13.98,5.81,0,0,0,1,Male
0,13.96,6.13,0,0,1,0,Male
0,13.47,5.77,1,1,0,0,Male
0,12.41,4.97,0,0,1,1,Female
0,13.71,6.0,1,0,1,0,Male
1,13.13,5.86,0,0,0,0,Female
1,12.45,6.37,0,1,0,0,Female
0,15.69,5.84,0,1,0,1,Male
1,13.74,6.3,1,0,0,1,Male
0,14.04,6.62,1,0,0,1,Male
0,12.91,6.21,1,0,0,1,Male
1,12.04,5.28,0,1,0,1,Female
1,13.5,5.75,1,0,1,1,Male
0,12.95,6.73,1,1,0,1,Male
0,13.79,6.75,1,1,0,0,Male
1,13.59,6.2,1,1,1,1,Male
1,15.85,6.68,0,0,0,1,Male
0,12.83,4.82,1,0,1,1,Male
1,13.69,5.21,0,0,0,1,Female
0,13.67,6.12,0,0,0,0,Female
1,12.93,6.37,1,0,0,1,Male
1,14.69,6.14,1,0,0,0,Male
0,13.6,7.0,1,0,1,1,Male
1,12.27,6.62,0,1,0,1,Female
0,14.66,7.04,1,1,1,1,Male
1,12.57,5.61,0,1,1,0,Female
0,12.95,6.61,1,0,1,0,Male
0,14.69,6.14,1,1,1,1,Male
1,13.65,5.65,1,0,0,0,Male
0,14.92,6.77,1,1,1,0,Male
0,12.61,5.62,0,1,0,1,Female
1,14.16,5.86,0,0,0,0,Female
0,14.79,6.2,1,1,0,0,Male
0,13.24,6.09,1,1,1,1,Male
1,14.86,6.22,1,1,0,0,Female
1,13.26,5.14,0,0,0,1,Female
1,13.02,5.71,0,1,1,0,Female
1,12.14,4.77,0,0,0,0,Female
0,14.32,6.71,1,1,1,1,Male
1,13.52,6.1,1,0,0,1,Female
0,13.85,6.6,1,1,1,1,Male
1,12.49,6.61,0,0,0,0,Female
1,13.83,5.92,1,1,0,0,Female
1,13.91,5.97,0,0,1,1,Female
1,12.33,5.16,0,0,0,0,Female
1,11.58,5.51,0,1,1,1,Female
0,12.73,6.16,1,1,1,0,Male
0,13.25,6.09,1,1,0,1,Male
1,13.15,6.03,0,0,1,1,Female
1,12.55,6.13,0,0,0,0,Female
0,13.83,6.58,0,0,0,1,Male
1,12.61,5.29,0,0,1,0,Female
1,14.11,5.87,1,1,0,0,Female
1,14.61,6.75,1,1,1,1,Male
0,14.0,6.36,0,1,0,1,Female
1,15.06,5.05,0,0,1,1,Female
1,13.82,6.16,1,0,0,0,Male
0,15.83,6.19,1,1,1,1,Male
0,14.49,6.63,1,1,0,1,Male
1,13.07,5.66,0,1,1,0,Female
1,14.25,6.66,0,0,1,0,Male
0,14.75,5.76,0,1,1,1,Male
0,13.41,6.43,1,0,1,1,Male
0,15.09,6.75,1,1,1,1,Male
1,14.38,5.56,1,1,1,1,Male
1,11.66,7.56,0,0,0,0,Male
0,12.58,6.31,1,1,0,1,Female
1,14.21,5.11,0,1,0,1,Female
0,14.54,5.89,0,1,1,1,Male
0,14.94,6.21,0,1,1,0,Male
1,14.2,6.34,1,1,0,0,Male
0,12.15,6.64,1,0,0,1,Female
1,11.78,5.74,1,0,0,0,Female
0,13.27,5.19,1,1,0,1,Female
1,12.82,5.65,0,1,0,1,Female
0,11.76,5.42,0,0,0,0,Female
1,13.64,5.35,0,0,0,0,Female
1,13.46,5.78,0,1,0,0,Female
0,12.64,5.54,1,0,1,0,Female
0,12.71,5.32,0,0,0,1,Female
0,14.24,6.08,1,0,0,1,Male
0,14.33,7.03,1,1,1,0,Male
0,15.18,6.88,1,1,1,0,Male
1,14.79,6.4,1,1,1,1,Male
1,13.57,5.55,1,0,0,1,Female
1,13.88,5.63,0,1,1,1,Female
0,14.43,6.29,1,1,1,0,Male
1,12.09,5.64,1,0,0,0,Female
1,14.76,6.04,1,0,0,1,Male
0,13.34,5.96,0,1,1,0,Female
0,13.79,6.49,0,1,1,1,Male
1,12.52,5.26,0,1,1,0,Female
1,13.8,6.71,0,0,0,1,Female
0,13.94,6.14,1,1,0,0,Male
0,13.11,5.98,0,1,0,0,Female
0,14.21,6.41,1,1,1,1,Male
1,13.87,6.21,1,1,1,0,Male
1,13.87,5.83,1,0,1,0,Male
0,13.22,6.55,0,1,1,1,Male
0,14.26,5.7,1,0,0,0,Female
1,13.14,6.02,0,1,0,0,Female
1,11.85,6.49,0,1,1,1,Female
0,13.25,6.48,1,0,0,0,Male
1,13.7,6.0,1,1,0,1,Female
0,15.31,6.84,1,1,1,1,Male
0,13.02,6.05,0,1,0,0,Female
1,15.48,6.19,0,1,0,0,Female
1,13.82,6.35,0,0,0,1,Female
0,14.92,6.7,1,1,1,0,Male
0,12.18,6.36,0,0,0,0,Female
1,12.03,5.87,0,1,0,0,Female
0,14.22,6.17,1,1,1,1,Male
1,12.51,6.39,0,0,0,0,Female
1,14.37,6.03,0,0,1,0,Male
0,14.47,6.16,0,0,1,0,Female
0,13.4,6.37,1,0,1,1,Male
0,14.57,5.86,1,1,0,1,Male
1,12.33,6.05,1,0,0,0,Female
0,14.99,5.67,0,1,1,0,Male
1,13.12,6.94,1,1,1,1,Male
0,13.02,6.8,1,0,1,1,Male
0,13.89,6.99,1,0,0,0,Male
0,14.43,6.22,1,1,0,1,Male
0,14.16,6.05,0,1,1,0,Male
1,12.91,5.91,1,1,0,1,Female
1,13.49,6.26,1,0,0,0,Male
0,12.87,5.97,0,1,1,0,Male
0,12.11,6.3,0,0,0,1,Female
1,12.74,7.01,0,1,0,0,Female
0,13.04,5.37,0,0,1,1,Female
1,13.66,5.65,0,0,0,1,Female
1,12.09,5.52,0,0,1,0,Female
1,11.68,6.07,1,0,0,0,Female
1,13.67,6.31,0,1,1,0,Female
0,16.17,5.72,1,1,0,0,Male
0,15.44,7.27,0,1,1,0,Male
0,12.84,6.96,0,0,1,1,Female
1,14.39,6.61,0,0,1,1,Male
0,14.0,6.38,1,0,1,0,Male
1,14.83,4.91,1,1,1,0,Male
0,12.47,5.76,1,0,0,0,Female
1,13.02,5.01,0,1,1,0,Female
0,13.32,5.92,1,1,1,1,Male
1,12.8,5.83,0,0,0,1,Female
0,14.82,5.73,1,1,0,1,Male
1,12.82,7.21,1,1,0,1,Male
0,13.38,5.85,1,1,1,1,Male
0,12.21,6.04,0,0,1,1,Male
1,10.98,6.02,1,0,0,1,Female
1,14.09,4.73,0,1,0,0,Female
0,13.25,5.75,0,1,0,1,Female
1,13.7,7.19,1,1,1,1,Male
1,12.45,5.65,1,0,0,0,Female
1,15.47,6.49,0,1,1,1,Male
1,13.58,5.01,0,0,0,1,Female
0,13.3,5.81,1,1,1,1,Male
1,12.38,7.51,1,1,0,1,Male
0,12.88,6.98,1,1,0,1,Male
0,13.6,5.81,0,0,0,0,Female
1,13.14,6.77,0,0,1,0,Female
1,13.78,5.3,0,1,0,0,Female
1,13.67,5.0,1,0,1,0,Female
0,12.94,6.46,1,0,1,1,Male
1,12.93,4.98,0,1,0,1,Female
1,12.49,6.04,0,0,0,1,Female
0,14.89,7.14,1,1,1,0,Male
0,15.73,6.19,1,1,1,0,Male
0,14.54,7.06,1,1,0,0,Male
1,14.08,6.15,1,0,0,0,Female
1,15.32,6.47,1,1,1,1,Male
0,13.97,6.28,0,1,0,0,Male
0,14.22,6.03,1,0,0,1,Male
1,13.24,5.06,0,1,1,1,Female
0,11.05,6.99,1,1,0,1,Male
0,11.19,6.49,0,1,1,1,Female
1,13.14,6.03,0,1,0,0,Female
0,14.33,5.94,1,1,0,1,Male
0,13.94,5.76,0,1,1,1,Male
1,14.67,5.36,0,0,0,1,Female
0,13.4,6.93,1,1,1,1,Male
0,14.62,6.6,1,1,1,1,Male
1,13.03,5.76,0,1,0,0,Female
1,15.48,5.82,0,0,1,1,Female
0,14.56,5.51,0,1,1,0,Male
0,13.53,5.02,0,0,0,0,Female
1,14.37,5.96,0,1,1,1,Male
0,13.01,6.17,1,1,0,0,Male
1,13.03,6.09,1,1,1,1,Male
1,12.61,6.16,0,0,0,0,Female
1,14.68,7.26,1,1,0,1,Male
0,12.13,6.69,1,1,1,1,Male
0,14.52,6.91,0,1,1,1,Male
1,13.78,6.24,1,1,0,0,Female
0,12.41,5.3,1,1,0,0,Female
0,13.02,6.32,0,0,0,1,Female
0,12.82,5.69,0,1,0,0,Female
0,13.8,4.7,0,1,0,0,Female
1,14.03,6.84,1,0,1,0,Male
0,12.89,6.1,1,1,0,0,Female
0,14.53,5.47,0,0,0,0,Female
0,14.53,5.51,0,0,1,1,Female
0,14.44,6.6,0,1,1,0,Male
1,12.48,4.74,0,0,0,0,Female
0,12.39,4.52,1,0,0,1,Female
0,14.97,6.39,0,1,0,1,Male
0,13.95,5.29,0,1,0,0,Female
1,14.05,5.67,0,0,0,0,Male
0,14.66,6.06,1,0,1,1,Male
1,14.31,5.87,0,1,1,1,Male
0,15.06,6.79,1,1,1,1,Male
0,14.9,6.96,1,1,1,0,Male
0,14.33,5.16,0,0,1,0,Female
0,12.91,5.88,1,1,1,0,Male
0,13.3,6.08,1,0,1,0,Male
0,14.46,5.46,0,0,0,0,Female
0,12.42,5.81,1,0,1,1,Male
0,11.84,5.05,0,1,0,0,Female
0,11.95,5.18,0,1,1,1,Female
0,10.91,5.59,1,1,1,0,Female
0,14.18,6.3,1,1,1,1,Male
1,12.66,6.33,0,1,1,1,Male
0,13.04,6.26,1,0,1,1,Male
0,12.82,5.77,1,1,0,0,Female
1,13.46,6.38,1,1,0,1,Male
0,13.82,6.01,1,1,1,1,Male
0,12.83,5.63,1,1,1,0,Male
1,12.95,6.55,0,1,0,1,Female
0,12.1,6.02,0,1,0,1,Female
0,15.35,6.41,1,1,1,1,Male
0,15.19,6.72,1,0,0,1,Male
1,14.9,5.82,0,1,1,1,Male
1,13.31,6.35,1,1,0,1,Male
1,14.43,4.78,0,1,0,0,Female
1,12.42,5.14,1,1,0,0,Female
1,11.89,5.3,0,0,0,0,Female
0,12.95,5.47,0,1,0,1,Female
1,13.59,6.97,0,1,0,1,Male
0,12.78,6.18,1,1,0,1,Male
0,11.52,5.7,1,1,1,0,Male
0,14.21,6.4,0,0,0,1,Female
1,15.11,6.65,0,0,1,1,Male
1,12.32,5.07,1,0,1,1,Female
1,13.71,5.77,0,0,0,0,Female
0,14.66,6.08,1,1,1,1,Male
0,15.81,6.2,0,1,1,1,Male
0,15.33,5.35,0,0,1,0,Male
1,12.93,5.24,0,1,0,0,Female
0,12.06,7.19,1,0,1,0,Male
0,13.77,5.23,1,1,1,0,Female
1,16.27,6.01,0,0,1,1,Male
1,10.22,5.58,1,1,0,1,Female
1,12.98,5.77,0,0,0,0,Female
1,14.96,6.9,1,0,0,1,Male
1,14.69,5.78,0,0,0,1,Female
1,12.41,5.26,0,0,1,1,Female
0,14.89,6.55,1,0,0,0,Male
0,13.51,6.37,0,1,1,1,Female
0,12.81,6.55,0,1,1,0,Male
1,12.22,5.86,0,1,0,0,Female
0,14.66,6.06,1,0,0,0,Male
0,14.51,6.41,0,1,1,1,Male
1,11.54,6.56,1,0,1,1,Female
1,14.73,5.17,0,1,1,1,Female
1,13.58,6.14,1,1,0,0,Female
1,12.74,6.07,0,1,1,1,Female
1,13.0,5.25,0,0,0,0,Female
0,13.55,6.46,1,1,1,0,Male
0,13.97,5.95,0,1,0,1,Female
0,13.61,6.02,1,1,1,1,Male
1,13.53,6.89,1,1,1,1,Male
0,12.49,5.65,1,1,0,0,Female
0,15.0,6.93,0,1,1,1,Male
